,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
3695,1092-GANHU,1,2,1,Male,0,No,No,17,Yes,No,No,No,Yes,No,No,No,Yes,76.65,1313.55,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,No,No,1,76.65,1313.55,2020-08-21 18:07:34,Yes,No,2,No,No,Yes,No,No,No
3696,1345-GKDZZ,2,3,1,Male,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,128.6,No,Month-to-month,None,Mailed check,1,No,Male,0,No,Yes,2,19.55,128.6,2021-07-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3697,1535-VTJOQ,4,3,3,Female,0,No,No,24,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.15,553,No,Two year,None,Credit card (automatic),3,No,Female,0,No,No,4,25.15,553,2020-01-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3698,2038-OEQZH,1,2,1,Male,0,No,No,4,Yes,No,No,No,Yes,No,No,Yes,No,86.05,308.1,No,Month-to-month,Fiber optic,Electronic check,1,No,Male,0,No,No,1,86.05,308.1,2021-09-21 18:07:34,Yes,No,2,No,No,Yes,No,No,Yes
3699,2061-VVFST,3,3,1,Female,0,Yes,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,805.2,No,Month-to-month,None,Bank transfer (automatic),1,No,Female,0,Yes,No,3,19.5,805.2,2018-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3700,2207-QPJED,1,2,1,Female,1,Yes,No,37,Yes,No,No,No,Yes,Yes,Yes,No,No,90.0,3371.75,No,Month-to-month,Fiber optic,Electronic check,1,No,Female,1,Yes,No,1,90.0,3371.75,2018-12-21 18:07:34,Yes,No,2,No,No,Yes,Yes,Yes,No
3701,2293-IJWPS,4,2,2,Female,0,Yes,No,57,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.75,5985,No,One year,Fiber optic,Credit card (automatic),2,Yes,Female,0,Yes,No,4,100.75,5985,2017-04-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
3702,2754-VDLTR,1,2,1,Male,0,No,Yes,10,Yes,Yes,No,No,No,No,Yes,Yes,No,95.2,930.4,Yes,Month-to-month,Fiber optic,Electronic check,1,No,Male,0,No,Yes,1,95.2,930.4,2021-03-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,Yes
3703,2883-ILGWO,3,2,1,Male,1,No,No,57,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,104.9,5913.95,No,Month-to-month,Fiber optic,Bank transfer (automatic),1,Yes,Male,1,No,No,3,104.9,5913.95,2017-04-21 18:07:34,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes
3704,2951-QOQTK,4,2,1,Male,0,No,Yes,4,Yes,Yes,No,No,No,Yes,No,No,No,80.8,332.45,Yes,Month-to-month,Fiber optic,Credit card (automatic),1,No,Male,0,No,Yes,4,80.8,332.45,2021-09-21 18:07:34,Yes,Yes,2,No,No,No,Yes,No,No
3705,3253-HKOKL,1,2,2,Female,0,Yes,Yes,52,Yes,No,Yes,No,Yes,No,Yes,Yes,No,100.3,5244.45,No,One year,Fiber optic,Electronic check,2,No,Female,0,Yes,Yes,1,100.3,5244.45,2017-09-21 18:07:34,Yes,No,2,Yes,No,Yes,No,Yes,Yes
3706,3638-WEABW,4,1,3,Female,0,Yes,No,58,Yes,Yes,No,Yes,No,Yes,No,No,Yes,59.9,3505.1,No,Two year,DSL,Credit card (automatic),3,Yes,Female,0,Yes,No,4,59.9,3505.1,2017-03-21 18:07:34,Yes,Yes,1,No,Yes,No,Yes,No,No
3707,3724-BSCVH,2,3,2,Male,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,242.4,No,One year,None,Mailed check,2,No,Male,0,Yes,Yes,2,20.45,242.4,2021-03-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3708,3795-CAWEX,4,2,3,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.55,8152.3,No,Two year,Fiber optic,Credit card (automatic),3,Yes,Male,0,Yes,Yes,4,116.55,8152.3,2016-03-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
3709,4003-OCTMP,1,1,2,Female,0,Yes,No,31,Yes,No,Yes,No,No,Yes,No,Yes,Yes,64.0,1910.75,No,One year,DSL,Electronic check,2,Yes,Female,0,Yes,No,1,64.0,1910.75,2019-06-21 18:07:34,Yes,No,1,Yes,No,No,Yes,No,Yes
3710,4395-PZMSN,1,2,1,Male,1,No,No,5,Yes,No,No,Yes,No,No,No,Yes,Yes,85.55,408.5,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,No,No,1,85.55,408.5,2021-08-21 18:07:34,Yes,No,2,No,Yes,No,No,No,Yes
3711,4623-ZKHLY,3,3,1,Male,0,Yes,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.45,471.55,No,Month-to-month,None,Bank transfer (automatic),1,Yes,Male,0,Yes,No,3,20.45,471.55,2020-03-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3712,4747-LCAQL,2,1,1,Male,0,No,No,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,79.0,1902,No,Month-to-month,DSL,Mailed check,1,Yes,Male,0,No,No,2,79.0,1902,2019-12-21 18:07:34,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes
3713,4872-JCVCA,3,1,3,Female,0,Yes,No,71,No,No phone service,Yes,Yes,Yes,Yes,No,No,Yes,47.6,3377.8,No,Two year,DSL,Bank transfer (automatic),3,Yes,Female,0,Yes,No,3,47.6,3377.8,2016-02-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,Yes,No,No
3714,4957-TIALW,4,1,2,Female,0,No,Yes,15,Yes,No,Yes,Yes,Yes,Yes,No,No,No,65.6,1010,No,One year,DSL,Credit card (automatic),2,No,Female,0,No,Yes,4,65.6,1010,2020-10-21 18:07:34,Yes,No,1,Yes,Yes,Yes,Yes,No,No
3715,5356-CSVSQ,1,1,1,Female,0,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,No,64.6,174.2,No,Month-to-month,DSL,Electronic check,1,No,Female,0,No,No,1,64.6,174.2,2021-10-21 18:07:34,Yes,Yes,1,No,No,No,Yes,Yes,No
3716,5392-AKEMH,1,1,1,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,Yes,45.05,523.1,No,Month-to-month,DSL,Electronic check,1,Yes,Female,0,No,No,1,45.05,523.1,2021-01-21 18:07:34,Yes,No,1,No,No,No,No,No,No
3717,5949-HGVJL,1,1,1,Female,0,Yes,No,26,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,73.05,1959.5,No,Month-to-month,DSL,Electronic check,1,Yes,Female,0,Yes,No,1,73.05,1959.5,2019-11-21 18:07:34,Yes,No,1,No,Yes,No,Yes,Yes,Yes
3718,6124-ACRHJ,2,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,19.75,No,Month-to-month,None,Mailed check,1,No,Female,0,No,No,2,19.75,19.75,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3719,6147-CBCRA,2,3,1,Female,0,Yes,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,669.45,No,Month-to-month,None,Mailed check,1,No,Female,0,Yes,No,2,20.05,669.45,2019-04-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3720,6368-TZZDT,4,3,3,Male,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,96.85,No,Two year,None,Credit card (automatic),3,No,Male,0,Yes,Yes,4,19.5,96.85,2021-09-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3721,6680-WKXRZ,3,2,1,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,74.4,215.8,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),1,No,Female,0,No,No,3,74.4,215.8,2021-10-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
3722,6987-XQSJT,1,2,1,Female,1,No,No,54,Yes,Yes,No,Yes,No,No,No,No,Yes,79.5,4370.25,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,79.5,4370.25,2017-07-21 18:07:34,Yes,Yes,2,No,Yes,No,No,No,No
3723,7131-ZQZNK,4,1,3,Female,0,Yes,Yes,60,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,59.85,3590.2,No,Two year,DSL,Credit card (automatic),3,No,Female,0,Yes,Yes,4,59.85,3590.2,2017-01-21 18:07:34,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes
3724,7298-IZWLY,2,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.4,19.4,No,Month-to-month,None,Mailed check,1,Yes,Female,0,No,No,2,19.4,19.4,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3725,7351-MHQVU,4,1,1,Female,0,No,No,6,No,No phone service,Yes,Yes,No,Yes,No,Yes,No,50.95,307.6,No,Month-to-month,DSL,Credit card (automatic),1,No,Female,0,No,No,4,50.95,307.6,2021-07-21 18:07:34,No,No phone service,1,Yes,Yes,No,Yes,No,Yes
3726,7601-GNDYK,2,3,3,Male,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,686.95,No,Two year,None,Mailed check,3,No,Male,0,Yes,Yes,2,19.6,686.95,2019-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3727,7858-GTZSP,1,2,1,Female,0,No,No,12,Yes,Yes,No,No,No,No,No,Yes,Yes,86.55,1066.9,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,0,No,No,1,86.55,1066.9,2021-01-21 18:07:34,Yes,Yes,2,No,No,No,No,No,Yes
3728,8318-LCNBW,4,1,2,Male,0,Yes,No,35,No,No phone service,Yes,No,Yes,No,Yes,Yes,No,53.15,1930.9,No,One year,DSL,Credit card (automatic),2,No,Male,0,Yes,No,4,53.15,1930.9,2019-02-21 18:07:34,No,No phone service,1,Yes,No,Yes,No,Yes,Yes
3729,8639-NHQEI,3,2,3,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,95.9,6954.15,No,Two year,Fiber optic,Bank transfer (automatic),3,Yes,Female,0,Yes,Yes,3,95.9,6954.15,2016-01-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,Yes,No
3730,8665-UTDHZ,1,1,1,Male,0,Yes,Yes,1,No,No phone service,No,Yes,No,No,No,No,No,30.2,30.2,Yes,Month-to-month,DSL,Electronic check,1,No,Male,0,Yes,Yes,1,30.2,30.2,2021-12-21 18:07:34,No,No phone service,1,No,Yes,No,No,No,No
3731,8690-UPCZI,3,1,2,Male,0,Yes,Yes,29,Yes,Yes,Yes,No,No,Yes,Yes,No,No,69.05,1958.45,No,One year,DSL,Bank transfer (automatic),2,No,Male,0,Yes,Yes,3,69.05,1958.45,2019-08-21 18:07:34,Yes,Yes,1,Yes,No,No,Yes,Yes,No
3732,8985-OOPOS,4,1,2,Female,0,No,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,74.1,74.1,No,One year,DSL,Credit card (automatic),2,No,Female,0,No,No,4,74.1,74.1,2021-12-21 18:07:34,Yes,No,1,No,No,Yes,Yes,Yes,Yes
3733,9087-EYCPR,2,3,3,Female,0,No,No,60,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.0,1505.05,No,Two year,None,Mailed check,3,No,Female,0,No,No,2,25.0,1505.05,2017-01-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3734,9221-OTIVJ,1,2,1,Female,1,No,No,14,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.85,1531.4,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,104.85,1531.4,2020-11-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
3735,9361-YNQWJ,3,3,2,Female,0,No,No,64,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.4,1601.2,No,One year,None,Bank transfer (automatic),2,Yes,Female,0,No,No,3,24.4,1601.2,2016-09-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3736,9715-SBVSU,3,1,3,Male,0,Yes,Yes,14,Yes,No,Yes,Yes,No,No,No,Yes,Yes,61.4,815.55,No,Two year,DSL,Bank transfer (automatic),3,Yes,Male,0,Yes,Yes,3,61.4,815.55,2020-11-21 18:07:34,Yes,No,1,Yes,Yes,No,No,No,Yes
3737,9743-DQKQW,1,1,1,Male,0,No,No,3,No,No phone service,No,No,No,No,No,No,No,25.1,79.8,No,Month-to-month,DSL,Electronic check,1,No,Male,0,No,No,1,25.1,79.8,2021-10-21 18:07:34,No,No phone service,1,No,No,No,No,No,No
3738,9761-XUJWD,3,1,1,Male,0,No,No,5,Yes,No,No,Yes,No,Yes,No,Yes,Yes,65.6,339.9,No,Month-to-month,DSL,Bank transfer (automatic),1,Yes,Male,0,No,No,3,65.6,339.9,2021-08-21 18:07:34,Yes,No,1,No,Yes,No,Yes,No,Yes
3739,9894-QMIMJ,3,1,2,Female,0,No,No,23,Yes,No,No,Yes,Yes,No,No,No,No,55.8,1327.85,No,One year,DSL,Bank transfer (automatic),2,No,Female,0,No,No,3,55.8,1327.85,2020-02-21 18:07:34,Yes,No,1,No,Yes,Yes,No,No,No
3740,0956-ACVZC,4,2,2,Female,0,No,No,54,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.1,5060.9,No,One year,Fiber optic,Credit card (automatic),2,Yes,Female,0,No,No,4,94.1,5060.9,2017-07-21 18:07:34,Yes,No,2,No,No,Yes,No,Yes,Yes
3741,0980-PVMRC,1,1,1,Female,0,Yes,Yes,40,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,50.85,2036.55,No,Month-to-month,DSL,Electronic check,1,Yes,Female,0,Yes,Yes,1,50.85,2036.55,2018-09-21 18:07:34,No,No phone service,1,No,Yes,No,No,Yes,Yes
3742,1016-DJTSV,1,2,1,Male,1,No,No,8,Yes,No,No,No,No,No,No,No,Yes,69.7,572.85,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,No,No,1,69.7,572.85,2021-05-21 18:07:34,Yes,No,2,No,No,No,No,No,No
3743,1237-WIYYZ,2,3,1,Female,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,389.25,No,Month-to-month,None,Mailed check,1,Yes,Female,0,No,No,2,19.55,389.25,2020-07-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3744,2325-ZUSFD,3,1,2,Female,0,Yes,Yes,57,Yes,No,Yes,No,No,No,Yes,Yes,Yes,70.1,3913.3,Yes,One year,DSL,Bank transfer (automatic),2,Yes,Female,0,Yes,Yes,3,70.1,3913.3,2017-04-21 18:07:34,Yes,No,1,Yes,No,No,No,Yes,Yes
3745,2582-FFFZR,1,1,1,Female,0,No,No,22,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,50.6,1073.3,No,Month-to-month,DSL,Electronic check,1,Yes,Female,0,No,No,1,50.6,1073.3,2020-03-21 18:07:34,No,No phone service,1,No,No,Yes,No,Yes,Yes
3746,2819-GWENI,2,3,2,Female,0,Yes,Yes,28,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,543,No,One year,None,Mailed check,2,No,Female,0,Yes,Yes,2,19.9,543,2019-09-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3747,2896-TBNBE,1,2,2,Male,0,Yes,No,40,Yes,No,No,Yes,Yes,No,No,No,No,80.8,3132.75,No,One year,Fiber optic,Electronic check,2,No,Male,0,Yes,No,1,80.8,3132.75,2018-09-21 18:07:34,Yes,No,2,No,Yes,Yes,No,No,No
3748,2985-FMWYF,1,2,1,Female,0,No,No,23,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.5,2341.55,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,0,No,No,1,93.5,2341.55,2020-02-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,Yes
3749,3551-GAEGL,3,1,2,Male,0,Yes,Yes,34,No,No phone service,Yes,No,No,No,No,No,No,30.4,938.65,No,One year,DSL,Bank transfer (automatic),2,No,Male,0,Yes,Yes,3,30.4,938.65,2019-03-21 18:07:34,No,No phone service,1,Yes,No,No,No,No,No
3750,3902-MIVLE,2,1,3,Male,0,Yes,Yes,63,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,75.7,4676.7,No,Two year,DSL,Mailed check,3,No,Male,0,Yes,Yes,2,75.7,4676.7,2016-10-21 18:07:34,Yes,Yes,1,Yes,No,Yes,Yes,No,Yes
3751,3995-WFCSM,1,1,1,Female,0,No,No,2,Yes,No,No,No,Yes,No,No,Yes,No,60.85,111.4,No,Month-to-month,DSL,Electronic check,1,No,Female,0,No,No,1,60.85,111.4,2021-11-21 18:07:34,Yes,No,1,No,No,Yes,No,No,Yes
3752,4359-INNWN,4,3,2,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,337.9,No,One year,None,Credit card (automatic),2,No,Female,0,No,No,4,20.05,337.9,2020-08-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3753,4365-MSDYN,3,3,1,Male,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,161.15,No,Month-to-month,None,Bank transfer (automatic),1,Yes,Male,0,Yes,No,3,19.55,161.15,2021-05-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3754,4480-MBMLB,3,2,2,Female,0,No,No,36,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.8,3886.45,No,One year,Fiber optic,Bank transfer (automatic),2,Yes,Female,0,No,No,3,104.8,3886.45,2019-01-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
3755,4566-QVRRW,1,1,1,Female,0,Yes,No,11,Yes,No,No,No,No,No,No,No,Yes,44.05,483.7,Yes,Month-to-month,DSL,Electronic check,1,Yes,Female,0,Yes,No,1,44.05,483.7,2021-02-21 18:07:34,Yes,No,1,No,No,No,No,No,No
3756,4576-CSAJH,4,1,2,Male,0,No,No,22,Yes,No,No,Yes,No,Yes,No,No,Yes,55.15,1193.05,Yes,One year,DSL,Credit card (automatic),2,Yes,Male,0,No,No,4,55.15,1193.05,2020-03-21 18:07:34,Yes,No,1,No,Yes,No,Yes,No,No
3757,5120-ZBLAI,3,1,2,Female,0,Yes,No,50,Yes,Yes,No,No,Yes,No,Yes,Yes,No,75.7,3876.2,No,One year,DSL,Bank transfer (automatic),2,No,Female,0,Yes,No,3,75.7,3876.2,2017-11-21 18:07:34,Yes,Yes,1,No,No,Yes,No,Yes,Yes
3758,5539-HIVAK,2,3,1,Female,1,Yes,No,28,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.7,734.6,No,Month-to-month,None,Mailed check,1,No,Female,1,Yes,No,2,25.7,734.6,2019-09-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3759,5624-RYAMH,1,3,1,Female,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.5,178.85,No,Month-to-month,None,Electronic check,1,Yes,Female,0,No,No,1,19.5,178.85,2021-04-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3760,5647-URDKA,2,3,3,Male,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,130.25,No,Two year,None,Mailed check,3,No,Male,0,Yes,Yes,2,19.7,130.25,2021-05-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3761,5760-IFJOZ,2,2,1,Male,0,No,No,3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,107.95,313.6,No,Month-to-month,Fiber optic,Mailed check,1,No,Male,0,No,No,2,107.95,313.6,2021-10-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
3762,5811-IWXYM,3,2,2,Female,0,Yes,Yes,52,Yes,Yes,No,No,Yes,No,Yes,Yes,No,101.25,5301.1,No,One year,Fiber optic,Bank transfer (automatic),2,No,Female,0,Yes,Yes,3,101.25,5301.1,2017-09-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
3763,5857-XRECV,3,3,2,Female,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.5,38.25,No,One year,None,Bank transfer (automatic),2,No,Female,0,No,Yes,3,20.5,38.25,2021-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3764,5939-XAIXZ,2,1,1,Female,0,No,No,19,Yes,Yes,No,No,Yes,No,No,No,Yes,56.1,1033.9,No,Month-to-month,DSL,Mailed check,1,Yes,Female,0,No,No,2,56.1,1033.9,2020-06-21 18:07:34,Yes,Yes,1,No,No,Yes,No,No,No
3765,6067-NGCEU,4,2,1,Female,0,No,No,65,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,111.05,7107,No,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Female,0,No,No,4,111.05,7107,2016-08-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes
3766,6286-SUUWT,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,19.95,No,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,19.95,19.95,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3767,6549-YMFAW,2,3,1,Male,1,Yes,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,21.25,204.55,No,Month-to-month,None,Mailed check,1,Yes,Male,1,Yes,No,2,21.25,204.55,2021-04-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3768,6621-YOBKI,2,3,1,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,92.75,No,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,20.35,92.75,2021-08-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3769,6837-HAEVO,1,2,3,Male,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.0,7297.75,No,Two year,Fiber optic,Electronic check,3,Yes,Male,0,Yes,Yes,1,105.0,7297.75,2016-04-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
3770,7321-PKUYW,1,2,1,Female,0,No,No,11,Yes,Yes,No,No,No,Yes,Yes,No,No,90.15,987.95,Yes,Month-to-month,Fiber optic,Electronic check,1,No,Female,0,No,No,1,90.15,987.95,2021-02-21 18:07:34,Yes,Yes,2,No,No,No,Yes,Yes,No
3771,7774-OJSXI,1,2,2,Male,0,No,No,31,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.45,3066.45,Yes,One year,Fiber optic,Electronic check,2,Yes,Male,0,No,No,1,103.45,3066.45,2019-06-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
3772,7893-IXHRQ,1,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.55,20.55,Yes,Month-to-month,None,Electronic check,1,No,Male,0,No,No,1,20.55,20.55,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3773,8466-PZBLH,3,2,3,Male,0,Yes,Yes,67,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,104.6,6885.75,No,Two year,Fiber optic,Bank transfer (automatic),3,No,Male,0,Yes,Yes,3,104.6,6885.75,2016-06-21 18:07:34,Yes,Yes,2,Yes,No,No,Yes,Yes,Yes
3774,8714-CTZJW,4,2,1,Female,0,No,No,4,Yes,No,No,No,Yes,No,No,Yes,Yes,82.85,319.6,No,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Female,0,No,No,4,82.85,319.6,2021-09-21 18:07:34,Yes,No,2,No,No,Yes,No,No,Yes
3775,9013-AQORL,4,1,1,Female,0,No,Yes,48,No,No phone service,No,Yes,Yes,No,No,Yes,No,45.55,2108.35,No,Month-to-month,DSL,Credit card (automatic),1,No,Female,0,No,Yes,4,45.55,2108.35,2018-01-21 18:07:34,No,No phone service,1,No,Yes,Yes,No,No,Yes
3776,9138-EFSMO,3,2,2,Male,0,Yes,Yes,26,Yes,No,No,No,No,No,No,Yes,No,78.95,2034.25,No,One year,Fiber optic,Bank transfer (automatic),2,No,Male,0,Yes,Yes,3,78.95,2034.25,2019-11-21 18:07:34,Yes,No,2,No,No,No,No,No,Yes
3777,9169-BSVIN,3,1,1,Male,0,No,No,12,Yes,Yes,No,No,Yes,No,Yes,Yes,No,74.75,827.05,No,Month-to-month,DSL,Bank transfer (automatic),1,No,Male,0,No,No,3,74.75,827.05,2021-01-21 18:07:34,Yes,Yes,1,No,No,Yes,No,Yes,Yes
3778,9251-AWQGT,2,3,3,Female,0,Yes,Yes,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,935.9,No,Two year,None,Mailed check,3,No,Female,0,Yes,Yes,2,20.0,935.9,2018-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3779,9415-TPKRV,1,1,1,Female,0,Yes,Yes,8,Yes,Yes,No,Yes,No,No,No,No,No,55.75,446.8,No,Month-to-month,DSL,Electronic check,1,No,Female,0,Yes,Yes,1,55.75,446.8,2021-05-21 18:07:34,Yes,Yes,1,No,Yes,No,No,No,No
3780,9537-VHDTA,2,1,1,Female,0,No,Yes,1,Yes,No,Yes,No,No,No,No,No,No,51.2,51.2,No,Month-to-month,DSL,Mailed check,1,No,Female,0,No,Yes,2,51.2,51.2,2021-12-21 18:07:34,Yes,No,1,Yes,No,No,No,No,No
